Name,Job/Est Date (next service date),Status,Customer,Service Location,Gallons,Notes For Techs,Frequency
John Elledge,01/23/2026,Dispatched,DKW-GCSD-FANS-STONE ELEMENTARY,"DKW-GCSD-FANS-STONE ELEMENTARY115 RANDALL STREET GREENVILLE, SC 29609",3400,,12
John Elledge,01/26/2026,Dispatched,DKW-GCSD-FANS-TANGLEWOOD MIDDLE,"DKW-GCSD-FANS-TANGLEWOOD MIDDLE44 MERRIWOODS DRIVE GREENVILLE, SC 29611",1500,,12
John Elledge,01/19/2026,Dispatched,DKW-GCSD-FANS-THOMAS E. KERNS ELEMENTARY,"DKW-GCSD-FANS-THOMAS E. KERNS ELEMENTARY6650 FRONTAGE RD. AT WHITE H. GREENVILLE, SC 29605",1000,Behind dumpster in grass,12
John Elledge,02/02/2026,Scheduled,DKW-GCSD-FANS-WELCOME ELEMENTARY,"DKW-GCSD-FANS-WELCOME ELEMENTARY36 EAST WELCOME ROAD GREENVILLE, SC 29611",1000,dumpsters blocking lids,12
John Elledge,02/02/2026,Scheduled,DKW-GCSD-FANS-WESTCLIFFE ELEMENTARY,"DKW-GCSD-FANS-WESTCLIFFE ELEMENTARY105 EASTBOURNE ROAD GREENVILLE, SC 29611",1000,,12
John Elledge,01/12/2026,Dispatched,DKW-Hardee's #1501702,"206 S Main St Clover, SC 29710",1000,back side of buidling near speaker - have to block drive-thru hose:30 Tanker: Yes  ServiceTime: ,16
John Elledge,02/12/2026,Scheduled,DKW-J Peters - Anderson,"DKW-J Peters - Anderson202 South Main Street Anderson, SC 29624",100,,12
John Elledge,02/17/2026,Scheduled,DKW-KFC #L765-001,"1300 Main St S Greenwood, SC 29646",1000,,12
John Elledge,02/17/2026,Scheduled,DKW-KFC #L765-002,"219 Bypass 72 NW Greenwood, SC 29649",1500,,12
John Elledge,03/11/2026,Scheduled,DKW-KFC #L765-031,"1425 Sandifer Blvd Seneca, SC 29678",1000,back center one lid inside the gate - no locking lid -  have to block drive through hose:Not specified Tanker: Unknown  ServiceTime: service before and after hours,12
John Elledge,03/24/2026,Scheduled,DKW-KFC #L765-033,"5708 Calhoun Memorial Hwy Easley, SC 29640",1500,back center at drive thru speaker - have to block drive-thru hose: Tanker:   ServiceTime: pump before 10 AM,16
John Elledge,01/08/2026,Dispatched,DKW-KJ's #606,"3457 Peach Orchard Rd Augusta, GA 30906",1500,back center hose:50 Tanker: yes  ServiceTime: anytime,18
John Elledge,02/05/2026,Scheduled,DKW-Mi Rancho Mercado,"3217 S Murray Ave Anderson, SC 29624",35,"inside - under the sink
Service time 7-8:30 AM - owner arrives at 7:00",12
John Elledge,03/24/2026,Scheduled,DKW-Outback Steakhouse #4122,"DKW-Outback Steakhouse #4122454 Bypass 72 NW Greenwood, SC 29649",1000,,12
John Elledge,02/11/2026,Scheduled,DKW-Outback Steakhouse #4150,"160 Aiken Mall Dr Aiken, SC 29803-6799",2000,,12
John Elledge,03/10/2026,Scheduled,DKW-Piggly Wiggly #187,"1160 S Main St Greenwood, South Carolina 29646-3827",30,"Driver needs to check with manager on duty when trap is completed- should be Gene or Richard--Document if not able to make contact..
1500 outside (Service every 12 weeks) and 150 inside (service every 4 weeks)
Pallets blocking outside GT Lid- get with manager to have them moved - with forklift- it should be more than a 30 min delay. Please call me if longer. 
One of the managers is on site starting at 7 am, if you need 6 am arrival, must be arranged ahead of time. ",4
John Elledge,01/09/2026,Closed and Complete,DKW-Piggly Wiggly #188,"800 North Greenwood Avenue Ware Shoals, SC 29692",1000, hose: Tanker:   ServiceTime: ,18
John Elledge,02/09/2026,Scheduled,DKW-Silver Bay Seafood,"7027 Calhoun Memorial Hwy Easley, South Carolina 29640-3566",1000,,12
John Elledge,01/14/2026,Closed and Complete,DKW-Steak N Shake #614,"9700 South Blvd Charlotte, NC 28273",1500,front center close to payment window hose:Not specified Tanker: Unknown  ServiceTime: ,12
John Elledge,02/09/2026,Scheduled,DKW-Taco Bamba,"3518 Wade Ave Raleigh, NC 27607",2500,"back center between dumpster and building, in grass beside the big tree hose:50 Tanker: Yes  ServiceTime:
PICTURES REQUIRED",16
John Elledge,03/23/2026,Scheduled,DKW-Taco Bamba,"3518 Wade Ave Raleigh, NC 27607",2500,"back center between dumpster and building, in grass beside the big tree hose:50 Tanker: Yes  ServiceTime:
PICTURES REQUIRED",16
John Elledge,02/16/2026,Scheduled,DKW-US Wings & Deli- Greenwood,"462 Bypass 72 NW Greenwood, SC 29649-1459",1800,,12
John Elledge,01/08/2026,Scheduled,DKW-WLF #654,"305 W Milledgeville Rd Harlem, GA 30814",2-1500 gallon traps,"hose: Tanker:   ServiceTime:

2- 1500 gallon traps",18
John Elledge,01/08/2026,Dispatched,DKW-WLF #665,"336 Hill St Thomson, GA 30824",1000,BACK CENTER hose:50 Tanker: YES  ServiceTime: ,18
John Elledge,01/08/2026,Dispatched,DKW-WLF #697,"5155 Wrightsboro Rd Grovetown, GA 30813",1000,behind the building by dumpster and pick up hose: Tanker:   ServiceTime: anytime,12
MB Route,01/02/2026,Scheduled,DKW-Buffalo Wild Wings #0580,"2625 Broad St Sumter, SC 29150",1500,front of store corner near down spout hose:75 Tanker: yes  ServiceTime: early as possible,16
MB Route,03/27/2026,Scheduled,DKW-Buffalo Wild Wings #0580,"2625 Broad St Sumter, SC 29150",1500,front of store corner near down spout hose:75 Tanker: yes  ServiceTime: early as possible,16
MB Route,03/03/2026,Scheduled,DKW-Chris's Pizza,"170 Surfrider Blvd Longs, South Carolina 29568-9252",60,Early before opening. ,18
MB Route,01/08/2026,Scheduled,DKW-Flying Fish,"4744 Highway 17 South North Myrtle Beach , SC 29582",1500,outside hose: Tanker:   ServiceTime: ,12
MB Route,01/23/2026,Scheduled,DKW-Hardee's #1672,"1311 Church St Georgetown, SC 29440","1500
", hose: Tanker:   ServiceTime: ,12
MB Route,01/05/2026,Closed and Complete,DKW-Hooters #1010,"10133 N Kings Hwy Myrtle Beach, SC 29572",1000,50 feet ouitside back door near parking hose: Tanker: yes  ServiceTime: anytime,16
MB Route,01/12/2026,Scheduled,DKW-Hooters 1036,"3901 N Kings Hwy Myrtle Beach, SC 29577",1000,side of building hose:50 Tanker: Yes  ServiceTime: anytime,12
MB Route,02/11/2026,Scheduled,DKW-KJ's Market #29 or #629,"233 Kelley St Lake City, SC 29560",100 &1000,"large trap: left side of building hose:50 Tanker: yes  ServiceTime: 
Small trap inside behind meat market in sink closet
",18
MB Route,02/20/2026,Scheduled,DKW-KJ's Market #616 - WLF #616,"1245 Elm St Aynor, SC 29511",1500,back right of store hose:50 Tanker: yes  ServiceTime: ,18
MB Route,01/09/2026,Scheduled,DKW-Liberty Northwood,"7651 North Kings Highway Myrtle Beach, SC 29577",6000,4 lids - each trap 1500 gallons hose: Tanker:   ServiceTime: ,12
MB Route,01/28/2026,Scheduled,DKW-Lowes #223,"111 Pavilion Dr Little River, SC 29566",1500, hose: Tanker:   ServiceTime: ,18
MB Route,02/12/2026,Scheduled,DKW-Lowes #232,"1399 S Commons Dr Myrtle Beach, SC 29588",1000, hose: Tanker:   ServiceTime: ,18
MB Route,02/05/2026,Scheduled,DKW-Lowes #240,"215 Fresh Dr Myrtle Beach, SC 29579",2000, hose: Tanker:   ServiceTime: ,18
MB Route,02/04/2026,Scheduled,DKW-Lowes #259,"9160 Ocean Hwy Pawleys Island, SC 29585",2000, hose:Not specified Tanker: Unknown  ServiceTime: ,4
MB Route,01/26/2026,Scheduled,DKW-Piggly Wiggly #183,"122 Highway 17 North Surside Beach, SC 29575","1000 x2 
Delli
Meat Market", hose: Tanker:   ServiceTime: ,18
MB Route,03/12/2026,Scheduled,DKW-Red Robin #668 - Myrtle Beach,"1218 N Retail Ct Myrtle Beach, SC 29577",2-3000,in landscaping hose:75 Tanker: yes  ServiceTime: anytime,16
MB Route,03/20/2026,Scheduled,DKW-Rioz Myrtle Beach,"2920 Hollywood Road Myrtle Beach, SC 29577",2-2000, hose: Tanker:   ServiceTime: ,32
MB Route,02/18/2026,Scheduled,DKW-Rioz North Myrtle Beach,"1315 Highway 17 North North Myrtle Beach, SC 29582",1500,BACK OF RESTAURANT hose:50 Tanker: NO  ServiceTime: EARLY AM,8
MB Route,01/12/2026,Scheduled,DKW-Taco Mundo,"4732 Highway 17 South North Myrtle Beach, SC 29582",1500,back of kitchen door hose:50 Tanker: yes  ServiceTime: anytime,12
MB Route,03/09/2026,Scheduled,DKW-Taco Mundo,"4732 Highway 17 South North Myrtle Beach, SC 29582",1500,back of kitchen door hose:50 Tanker: yes  ServiceTime: anytime,12
MB Route,02/16/2026,Scheduled,DKW-T-Bonz Seaboard,"1169 Seaboard Street Myrtle Beach , SC 29577",1500,on side of building by A/C hose: Tanker:   ServiceTime: ,16
MB Route,03/11/2026,Scheduled,DKW-WLF #619,"3030 Broad St Loris, SC 29569",1000, hose: Tanker:   ServiceTime: ,18
MB Route,01/05/2026,Scheduled,DKW-WLF #621,"400 W Main St Dillon, SC 29536",1500, hose: Tanker:   ServiceTime: ,18
MB Route,01/05/2026,Scheduled,DKW-WLF #626,"412 S Richardson St Latta, SC 29565",1000, hose: Tanker:   ServiceTime: ,18
MB Route,02/05/2026,Scheduled,DKW-WLF #637,"207 S Main St Darlington, SC 29532",1000, hose: Tanker:   ServiceTime: ,18
MB Route,01/06/2026,Scheduled,DKW-WLF #660,"900 E Ashby Rd Quinby, SC 29506",1500, hose: Tanker:   ServiceTime: ,18
OuterBanks Route,02/26/2026,Scheduled,DKW-Arby's #9010,"8105 Richlands Hwy Richlands, NC 28574",1500, hose: Tanker:   ServiceTime: ,14
OuterBanks Route,01/08/2026,Scheduled,DKW-Bella Green,"DKW-Bella Green300 Greenville Blvd SE Greenville, NC 27858",1000,,12
OuterBanks Route,02/02/2026,Scheduled,DKW-Bojangles #2057,"DKW-Bojangles #205715125 US Highway 17 Hampstead, NC 28443",2000,,12
OuterBanks Route,02/11/2026,Scheduled,DKW-Bojangles #877,"22913 US Highway 17 N Hampstead, NC 28443",1500,back corner hose:50 Tanker: yes after hours  ServiceTime: ,12
OuterBanks Route,01/01/2026,Scheduled,DKW-Bojangles #971,"831 Nc Highway 53 E Burgaw, NC 28425",1500, hose: Tanker:   ServiceTime: ,16
OuterBanks Route,03/26/2026,Scheduled,DKW-Bojangles #971,"831 Nc Highway 53 E Burgaw, NC 28425",1500, hose: Tanker:   ServiceTime: ,16
OuterBanks Route,01/27/2026,Scheduled,DKW-Burger King #174,"DKW-Burger King  OF MOREHEAD CITY4205 ARENDELL STREET MOREHEAD CITY, NC 28557",,,12
OuterBanks Route,02/16/2026,Scheduled,DKW-Burger King #177,"DKW-Burger King  OF MIDWAY PARK165 FREEDOM WAY MIDWAY PARK NC 28544 MIDWAY PARK, NC 28544",1000,,12
OuterBanks Route,02/20/2026,Scheduled,DKW-Burger King #194,"DKW-Burger King  OF JACKSONVILLE-YOPP ROAD560 YOPP ROAD JACKSONVILLE, NC 28540",1000,,12
OuterBanks Route,02/04/2026,Scheduled,DKW-Burrito Shak-Sneads Ferry,"1064 Nc Highway 210 # 7 Sneads Ferry, NC 28460",1000,GT has 2 manhole covers behind business in the pavement. Access 10PM-10AM.,12
OuterBanks Route,01/07/2026,Scheduled,DKW-Cajun Seafood,"DKW-Cajun Seafood1133 Gum Branch Road Jacksonville, NC 28540",1000,Tank is near 3rd parking space,12
OuterBanks Route,01/22/2026,Scheduled,DKW-Dairi-O-Jacksonville,"Dairi-O100 Parkwood Dr Jacksonville, NC 28546",2500,"GT has 2 manhole covers in the mulch/flower bed to the right of drive thru lanes. Access 10PM-9AM

***VERIFY TRAP SIZE*** FIRST SERVICE",12
OuterBanks Route,01/12/2026,Scheduled,DKW-Hardee's #1500858,"677 W Corbett Ave Swansboro, NC 28584",1000,near speaker hose:50 Tanker: yes after hours  ServiceTime: early as possible,8
OuterBanks Route,02/06/2026,Scheduled,DKW-Hardee's #1501888,"101B Wb McLean Dr Cape Carteret, NC 28584",2000, hose: Tanker:   ServiceTime: ,16
OuterBanks Route,03/02/2026,Scheduled,DKW-Hardee's #1504267,"701 Main St Maysville, NC 28555",1000,OUTSIDE BACK CENTER hose:50 Tanker: NO  ServiceTime: EARLY AS POSSIBLE,16
OuterBanks Route,03/25/2026,Scheduled,DKW-Hardee's #1506270,"1585 Washington St Williamston, NC 27892",1500,left side near drive-thru hose:30 Tanker: Yes  ServiceTime: early AM,8
OuterBanks Route,02/04/2026,Scheduled,DKW-Jordan's Smokehouse Seafood,"129 Phillips Loop Rd Swansboro, NC 28584",1000,OUTSIDE BACK CENTER hose:50 Tanker: NO  ServiceTime: EARLY AS POSSIBLE,12
OuterBanks Route,03/04/2026,Scheduled,DKW-Lowes #181,"321 Wb McLean Dr Cape Carteret, NC 28584",2000, hose: Tanker:   ServiceTime: ,18
OuterBanks Route,03/11/2026,Scheduled,DKW-Lowes #214,"2900 Arendell St Morehead City, NC 28557",2500, hose: Tanker:   ServiceTime: ,18
OuterBanks Route,01/08/2026,Scheduled,DKW-Lowes #242,"17230 US Highway 17 Hampstead, NC 28443",3000, hose: Tanker:   ServiceTime: ,18
OuterBanks Route,02/03/2026,Scheduled,DKW-Lowes #260,"2421 Gum Branch Rd Jacksonville, NC 28540",2000, hose: Tanker:   ServiceTime: ,18
OuterBanks Route,02/02/2026,Scheduled,DKW-New Dixie Foods - Subway #722,"2780 US Highway 17 Williamston, NC 27892",1500,,12
OuterBanks Route,01/27/2026,Scheduled,DKW-New Dixie Mart #206,"441 Hwy 301 Halifax, NC 28739",1000,,12
OuterBanks Route,01/19/2026,Scheduled,DKW-Red Robin #575 - Jacksonville,"375 Western Blvd #H3 Jacksonville, NC 28546",1500,front near outside sitting area in grass hose:75 Tanker: yes  ServiceTime: ,16
OuterBanks Route,02/16/2026,Scheduled,DKW-Red Robin #575 - Jacksonville,"375 Western Blvd #H3 Jacksonville, NC 28546",1500,front near outside sitting area in grass hose:75 Tanker: yes  ServiceTime: ,16
OuterBanks Route,03/16/2026,Scheduled,DKW-Red Robin #575 - Jacksonville,"375 Western Blvd #H3 Jacksonville, NC 28546",1500,front near outside sitting area in grass hose:75 Tanker: yes  ServiceTime: ,16
OuterBanks Route,02/05/2026,Scheduled,DKW-Red Robin #579 - Greenville Gr,"722 SW Greenville Blvd Greenville, NC 27834",1500,next to dumpster in grass - 2nd trap lid was buried hose: Tanker:   ServiceTime: ,16
OuterBanks Route,01/16/2026,Scheduled,DKW-SEASONS OF TOKYO,"DKW-SEASONS OF TOKYO3221 East 10th Street Greenville, NC 27858",1500,,12
OuterBanks Route,02/05/2026,Scheduled,DKW-Texas Roadhouse #834,"3720 Patrick Way Elizabeth City, NC 27909",3000,GT in back by dumpster area. Access 12AM-12PM M-F. ,12
OuterBanks Route,01/13/2026,Scheduled,DKW-The Scullery,"431 Evans St Greenville, NC 27858",50,inside; between 5 AM - 7 AM or after 2 PM,12
OuterBanks Route,01/27/2026,Scheduled,DKW-Tokyo Express,"700 S Memorial Dr Greenville, NC 27834",1500,"Room 202C 
Customer asked if can be done by 10am",12
OuterBanks Route,01/28/2026,Scheduled,DKW-Wasabi 88,"1605 E Fire Tower Rd Greenville, NC 27858",1000, hose: Tanker:   ServiceTime: ,8
Travis Menius,03/16/2026,Scheduled,DKW-Applebee's #1127,"1635 FOUR SEASONS BLVD HENDERSONVILLE, NC ",1000,,12
Travis Menius,03/16/2026,Scheduled,DKW-Bojangles #1137,"320 Airport Rd Arden, NC 28704",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,02/20/2026,Scheduled,DKW-Bojangles #1199,"654 Hendersonville Rd Asheville, NC 28803",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,02/03/2026,Scheduled,DKW-Bojangles #1228,"270 Smokey Park Hwy Asheville, NC 28806",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,01/01/2026,Dispatched,DKW-Bojangles #1232,"241 Long Shoals Rd Arden, NC 28704",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,03/10/2026,Scheduled,DKW-Bojangles #2004,"6893 Jordan Rd Ramseur, NC 27316",1500, right side of building by handicap parking hose:30 Tanker: Yes  ServiceTime: opens at 7 AM,16
Travis Menius,01/09/2026,Scheduled,DKW-Bojangles #2032,"595 Gregory Poole Ln Mebane, NC 27302",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,01/09/2026,Closed and Complete,DKW-Bojangles #2032,"595 Gregory Poole Ln Mebane, NC 27302",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,02/18/2026,Scheduled,DKW-Bojangles #2033,"4626 Hicone Rd Greensboro, NC 27405",1500,RIGHT SIDE OF BUILDING hose:50 Tanker: YES  ServiceTime: EARLY AS POSSIBLE,16
Travis Menius,03/10/2026,Scheduled,DKW-Bojangles #2034,"1347 N Fayetteville St Asheboro, NC 27203",1500,side of store by road in parking spaces - has 3 lids hose: Tanker:   ServiceTime: ,16
Travis Menius,01/09/2026,Scheduled,DKW-Bojangles #2048,"1909 N Church St Burlington, NC 27217",2000, hose: Tanker:   ServiceTime: ,12
Travis Menius,02/19/2026,Scheduled,DKW-Bojangles #265,"2315 S Elm Eugene St Greensboro, NC 27406",1000, hose: Tanker:   ServiceTime: ,12
Travis Menius,03/20/2026,Scheduled,DKW-Bojangles #388,"553 W Dixie Dr Asheboro, NC 27205",1000,back center between drive-thru and back door - have to block drive-thru hose: Tanker: Yes: after hours  ServiceTime: pump anytime,12
Travis Menius,02/16/2026,Scheduled,DKW-Bojangles #43,"974 Patton Ave Asheville, NC 28806",1000, hose: Tanker:   ServiceTime: ,16
Travis Menius,03/05/2026,Scheduled,DKW-Bojangles #447,"775 Huffman Mill Rd Burlington, NC 27215",1000,OUT ON SIDE OF BUILDING hose:50 FT Tanker: YES  ServiceTime: ANYTIME,8
Travis Menius,03/23/2026,Scheduled,DKW-Bojangles #455,"4409 Landover Rd Greensboro, NC 27407",1000, hose: Tanker:   ServiceTime: ,12
Travis Menius,01/06/2026,Closed and Complete,DKW-Bojangles #469,"2630 N Main St High Point, NC 27265",1000,back center in mulch between the drive-thru and parking lot hose:30 Tanker: No  ServiceTime: ,12
Travis Menius,03/31/2026,Scheduled,DKW-Bojangles #469,"2630 N Main St High Point, NC 27265",1000,back center in mulch between the drive-thru and parking lot hose:30 Tanker: No  ServiceTime: ,12
Travis Menius,01/02/2026,Closed and Complete,DKW-Bojangles #474,"2903 Battleground Ave Greensboro, NC 27408",1000,BACK OF LOT hose:50 FT Tanker: YES  ServiceTime: EARLY,8
Travis Menius,03/27/2026,Scheduled,DKW-Bojangles #474,"2903 Battleground Ave Greensboro, NC 27408",1000,BACK OF LOT hose:50 FT Tanker: YES  ServiceTime: EARLY,8
Travis Menius,02/12/2026,Scheduled,DKW-Bojangles #590,"8000 Linville Rd Oak Ridge, NC 27310",1500,ON SIDE /CORNER hose:50 Tanker: NO  ServiceTime: EARLY AS POSSIBLE,16
Travis Menius,01/02/2026,Closed and Complete,DKW-Bojangles #597,"1115 E Bessemer Ave Greensboro, NC 27405",1500,,12
Travis Menius,02/02/2026,Scheduled,DKW-Bojangles #606,"1056 Mebane Oaks Rd Mebane, NC 27302",1000,BACK IN CENTER LOT hose:50 Tanker: NO  ServiceTime: EARLY AS POSSIBLE,12
Travis Menius,01/30/2026,Scheduled,DKW-Bojangles #734,"10207 S Main St Archdale, NC 27263",1000,back center in grass hose:60 Tanker: Yes: after hours  ServiceTime: pump anytime with straight truck,10
Travis Menius,03/27/2026,Scheduled,DKW-Bojangles #734,"10207 S Main St Archdale, NC 27263",1000,back center in grass hose:60 Tanker: Yes: after hours  ServiceTime: pump anytime with straight truck,10
Travis Menius,02/02/2026,Scheduled,DKW-Bojangles #750,"3707 Elmsley St Greensboro, NC 27406",1000,,12
Travis Menius,03/16/2026,Scheduled,DKW-Bojangles #750,"3707 Elmsley St Greensboro, NC 27406",1000,,12
Travis Menius,03/12/2026,Scheduled,DKW-Bojangles #762,"6403 Burlington Rd Whitsett, NC 27377",1000, hose: Tanker:   ServiceTime: ,12
Travis Menius,01/30/2026,Scheduled,DKW-Bojangles #771,"2101 Westchester Dr High Point, NC 27262",1500,Back center behind drive-thru speaker. Have to block drive-thru to pump it hose:30 Tanker: No  ServiceTime: pump anytime,16
Travis Menius,03/13/2026,Scheduled,DKW-Bojangles #834,"304 Pisgah Church Rd Greensboro, NC 27455",1000, hose:50 Tanker: yes  ServiceTime: early as possible,16
Travis Menius,03/24/2026,Scheduled,DKW-Bojangles #893,"514 Hickory Ridge Dr Greensboro, NC 27409",1500,PARKING LOT  hose:50 FT Tanker: YES  ServiceTime: ,16
Travis Menius,01/07/2026,Closed and Complete,DKW-Bojangles #990,"590 Greensboro Rd High Point, NC 27260",1600,left side of building in parking space hose: Tanker: Yes: after hours  ServiceTime: pump anytime with straight truck,16
Travis Menius,02/01/2026,Scheduled,DKW-Buffalo Wild Wings #0206,"6700 Knightdale Blvd Knightdale, NC 27545",5000, hose: Tanker:   ServiceTime: ,20
Travis Menius,01/08/2026,Scheduled,DKW-Buffalo Wild Wings #0208,"3128 Walden Ln Burlington, NC 27215",1000,left side of front door behind dumpsters in grass hose:60 Tanker: Yes  ServiceTime: pump anytime,16
Travis Menius,01/08/2026,Closed and Complete,DKW-Buffalo Wild Wings #0254,"4 Tunnel Rd Asheville, NC 28805",1200,left side of building near trash cans hose: Tanker:   ServiceTime: ,16
Travis Menius,02/05/2026,Scheduled,DKW-Buffalo Wild Wings #0254,"4 Tunnel Rd Asheville, NC 28805",1200,left side of building near trash cans hose: Tanker:   ServiceTime: ,16
Travis Menius,03/05/2026,Scheduled,DKW-Buffalo Wild Wings #0254,"4 Tunnel Rd Asheville, NC 28805",1200,left side of building near trash cans hose: Tanker:   ServiceTime: ,16
Travis Menius,01/21/2026,Scheduled,DKW-Buffalo Wild Wings #0350,"6709 Fayetteville Rd Durham, NC 27713",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,02/18/2026,Scheduled,DKW-Buffalo Wild Wings #0350,"6709 Fayetteville Rd Durham, NC 27713",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,03/18/2026,Scheduled,DKW-Buffalo Wild Wings #0350,"6709 Fayetteville Rd Durham, NC 27713",1500, hose: Tanker:   ServiceTime: ,16
Travis Menius,01/21/2026,Scheduled,DKW-Buffalo Wild Wings #0357,"1300 Village Market Pl Morrisville, NC 27560",1500,BEHIND BUILDING hose:50 FT Tanker: YES   ServiceTime: ANYTIME,12
Travis Menius,02/11/2026,Scheduled,DKW-Buffalo Wild Wings #0439,"121 Grand Hill  PL Holly Springs, NC 27450",1500,behing building in grass near outside seating - 3 lids hose:50 FT Tanker: Yes  ServiceTime: pump before 11 AM,8
Travis Menius,02/26/2026,Scheduled,DKW-Buffalo Wild Wings #0599,"215 Ring Rd Rocky Mount, NC 27804",3000,back right side hose:50 Tanker: yes  ServiceTime: early as possible,12
Travis Menius,03/24/2026,Scheduled,DKW-Buffalo Wild Wings #0653,"130 S Equity Dr Smithfield, NC 27577",1500,outside right back hose:50 Tanker: yes  ServiceTime: early before opening,12
Travis Menius,02/16/2026,Scheduled,DKW-Burger King #201,"85 Tunnel Rd Asheville, NC 28805",1500, hose: Tanker:   ServiceTime: ,8
Travis Menius,02/16/2026,Scheduled,DKW-Burger King #202,"1296 Patton Ave Asheville, NC 28806",1500,lid behind drive-through - only 1 opening - small lid from \'70s hose: Tanker:   ServiceTime: ,8
